academic_year,assignments,attendance,course_id,course_name,email,final,final_grade,letter_grade,major,midterm,name,semester,student_id,trait
2025/2026,3.5,49.2,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),huynhanhminhbd24ai011@gmail.com,2.7,3.3,F,Khoa AI - Khóa 24,3.6,Huỳnh Anh Minh,1,BD24AI011,struggling
2025/2026,4.7,55.0,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),huynhhailinhbd24ai012@gmail.com,3.3,4.1,D,Khoa AI - Khóa 24,2.4,Huỳnh Hải Linh,1,BD24AI012,struggling
2025/2026,4.7,71.3,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),huynhquangminhbd24ai013@gmail.com,1.8,3.7,F,Khoa AI - Khóa 24,3.9,Huỳnh Quang Minh,1,BD24AI013,struggling
2025/2026,8.7,61.6,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),voanhcuongbd24ai014@gmail.com,9.6,8.6,A,Khoa AI - Khóa 24,9.1,Võ Anh Cường,1,BD24AI014,talented_but_lazy
2025/2026,9.6,95.0,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),lengocminhbd24ai015@gmail.com,9.8,9.7,A,Khoa AI - Khóa 24,9.4,Lê Ngọc Minh,1,BD24AI015,excellent
2025/2026,9.8,97.7,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),huynhthanhsonbd24ai016@gmail.com,9.2,9.5,A,Khoa AI - Khóa 24,9.5,Huỳnh Thanh Sơn,1,BD24AI016,excellent
2025/2026,8.0,88.9,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),lyhuuloibd24ai017@gmail.com,7.3,7.8,B,Khoa AI - Khóa 24,7.9,Lý Hữu Lợi,1,BD24AI017,average
2025/2026,6.7,94.8,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),vuvannambd24ai018@gmail.com,6.6,7.2,B,Khoa AI - Khóa 24,6.9,Vũ Văn Nam,1,BD24AI018,average
2025/2026,9.6,96.5,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),tranquanghungbd24ai019@gmail.com,4.6,7.1,B,Khoa AI - Khóa 24,3.4,Trần Quang Hùng,1,BD24AI019,diligent_but_low
2025/2026,10.0,94.6,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),lyanhvinhbd24ai020@gmail.com,9.4,9.6,A,Khoa AI - Khóa 24,9.1,Lý Anh Vinh,1,BD24AI020,excellent
2025/2026,7.2,56.4,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),hođucquanbd24ai021@gmail.com,8.9,7.7,B,Khoa AI - Khóa 24,10.0,Hồ Đức Quân,1,BD24AI021,talented_but_lazy
2025/2026,7.6,92.8,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),vuanhphucbd24ai022@gmail.com,6.6,7.5,B,Khoa AI - Khóa 24,7.7,Vũ Anh Phúc,1,BD24AI022,average
2025/2026,7.0,87.7,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),đominhcuongbd24ai023@gmail.com,6.9,7.3,B,Khoa AI - Khóa 24,7.9,Đỗ Minh Cường,1,BD24AI023,average
2025/2026,9.4,99.7,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),trananhdungbd24ai024@gmail.com,3.8,6.7,C,Khoa AI - Khóa 24,5.2,Trần Anh Dũng,1,BD24AI024,diligent_but_low
2025/2026,7.6,83.5,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),đangxuanlinhbd24ai025@gmail.com,5.6,6.8,C,Khoa AI - Khóa 24,6.2,Đặng Xuân Linh,1,BD24AI025,average
2025/2026,3.4,52.6,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),vuvanminhbd24ai026@gmail.com,2.9,3.5,F,Khoa AI - Khóa 24,3.3,Vũ Văn Minh,1,BD24AI026,struggling
2025/2026,2.4,64.8,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),ngohuulinhbd24ai027@gmail.com,2.7,3.4,F,Khoa AI - Khóa 24,4.2,Ngô Hữu Linh,1,BD24AI027,struggling
2025/2026,9.1,98.2,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),voquangdungbd24ai028@gmail.com,5.1,7.3,B,Khoa AI - Khóa 24,5.3,Võ Quang Dũng,1,BD24AI028,diligent_but_low
2025/2026,3.3,43.2,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),hoanghuulinhbd24ai029@gmail.com,2.8,3.2,F,Khoa AI - Khóa 24,3.2,Hoàng Hữu Linh,1,BD24AI029,struggling
2025/2026,7.8,92.1,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),vungocnambd24ai030@gmail.com,6.1,7.2,B,Khoa AI - Khóa 24,7.5,Vũ Ngọc Nam,1,BD24AI030,average
2025/2026,9.8,96.3,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),lytuannambd24ai031@gmail.com,9.8,9.8,A,Khoa AI - Khóa 24,9.2,Lý Tuấn Nam,1,BD24AI031,excellent
2025/2026,3.7,64.2,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),duongkimhabd24ai032@gmail.com,3.2,4.0,D,Khoa AI - Khóa 24,3.7,Dương Kim Hà,1,BD24AI032,struggling
2025/2026,9.8,97.5,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),lehuuminhbd24ai033@gmail.com,9.7,9.8,A,Khoa AI - Khóa 24,9.3,Lê Hữu Minh,1,BD24AI033,excellent
2025/2026,2.2,69.2,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),nguyenvannambd24ai034@gmail.com,4.1,4.1,D,Khoa AI - Khóa 24,1.7,Nguyễn Văn Nam,1,BD24AI034,struggling
2025/2026,8.6,81.6,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),đominhanbd24ai035@gmail.com,7.4,7.9,B,Khoa AI - Khóa 24,7.7,Đỗ Minh An,1,BD24AI035,average
2025/2026,9.9,99.5,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),ngominhhabd24ai036@gmail.com,3.2,6.6,C,Khoa AI - Khóa 24,4.1,Ngô Minh Hà,1,BD24AI036,diligent_but_low
2025/2026,7.1,74.0,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),duongthanhanbd24ai037@gmail.com,6.1,6.7,C,Khoa AI - Khóa 24,6.6,Dương Thanh An,1,BD24AI037,average
2025/2026,7.1,50.2,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),duongđuccuongbd24ai038@gmail.com,8.6,7.4,B,Khoa AI - Khóa 24,9.4,Dương Đức Cường,1,BD24AI038,talented_but_lazy
2025/2026,8.2,73.8,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),phamkimdungbd24ai039@gmail.com,6.5,7.2,B,Khoa AI - Khóa 24,7.0,Phạm Kim Dũng,1,BD24AI039,average
2025/2026,7.5,80.4,AI201_K24_2025_2026_S1,Machine Learning (Học máy) (K24),vuvandungbd24ai040@gmail.com,5.4,6.5,C,Khoa AI - Khóa 24,7.3,Vũ Văn Dũng,1,BD24AI040,average
2025/2026,3.7,67.3,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),đangđuchabd24ai001@gmail.com,3.5,4.2,D,Khoa AI - Khóa 24,3.9,Đặng Đức Hà,1,BD24AI001,struggling
2025/2026,8.6,72.1,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),hothicuongbd24ai002@gmail.com,7.7,7.9,B,Khoa AI - Khóa 24,7.9,Hồ Thị Cường,1,BD24AI002,average
2025/2026,9.0,56.6,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),hotuanvinhbd24ai003@gmail.com,9.7,8.7,A,Khoa AI - Khóa 24,9.2,Hồ Tuấn Vinh,1,BD24AI003,talented_but_lazy
2025/2026,9.3,98.4,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),hoxuansonbd24ai004@gmail.com,4.7,7.1,B,Khoa AI - Khóa 24,3.2,Hồ Xuân Sơn,1,BD24AI004,diligent_but_low
2025/2026,7.4,60.9,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),hokimbinhbd24ai005@gmail.com,9.5,8.2,B,Khoa AI - Khóa 24,8.8,Hồ Kim Bình,1,BD24AI005,talented_but_lazy
2025/2026,9.0,99.9,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),hohaitungbd24ai006@gmail.com,3.2,6.3,C,Khoa AI - Khóa 24,5.0,Hồ Hải Tùng,1,BD24AI006,diligent_but_low
2025/2026,7.6,92.7,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),ngođucvinhbd24ai007@gmail.com,5.7,7.0,B,Khoa AI - Khóa 24,7.5,Ngô Đức Vinh,1,BD24AI007,average
2025/2026,9.8,94.3,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),huynhngocbinhbd24ai008@gmail.com,9.8,9.7,A,Khoa AI - Khóa 24,9.1,Huỳnh Ngọc Bình,1,BD24AI008,excellent
2025/2026,9.9,99.7,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),hotuanbinhbd24ai009@gmail.com,9.2,9.6,A,Khoa AI - Khóa 24,9.8,Hồ Tuấn Bình,1,BD24AI009,excellent
2025/2026,9.6,97.1,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),trankimcuongbd24ai010@gmail.com,9.1,9.4,A,Khoa AI - Khóa 24,9.4,Trần Kim Cường,1,BD24AI010,excellent
2025/2026,4.3,53.4,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),huynhanhminhbd24ai011@gmail.com,2.8,3.8,F,Khoa AI - Khóa 24,3.1,Huỳnh Anh Minh,1,BD24AI011,struggling
2025/2026,2.5,43.2,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),huynhhailinhbd24ai012@gmail.com,2.2,2.7,F,Khoa AI - Khóa 24,1.8,Huỳnh Hải Linh,1,BD24AI012,struggling
2025/2026,2.8,48.1,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),huynhquangminhbd24ai013@gmail.com,4.4,4.0,D,Khoa AI - Khóa 24,3.1,Huỳnh Quang Minh,1,BD24AI013,struggling
2025/2026,7.4,54.5,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),voanhcuongbd24ai014@gmail.com,8.7,7.7,B,Khoa AI - Khóa 24,9.1,Võ Anh Cường,1,BD24AI014,talented_but_lazy
2025/2026,9.6,94.3,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),lengocminhbd24ai015@gmail.com,9.9,9.7,A,Khoa AI - Khóa 24,9.1,Lê Ngọc Minh,1,BD24AI015,excellent
2025/2026,9.8,96.4,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),huynhthanhsonbd24ai016@gmail.com,9.8,9.8,A,Khoa AI - Khóa 24,9.7,Huỳnh Thanh Sơn,1,BD24AI016,excellent
2025/2026,8.7,94.1,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),lyhuuloibd24ai017@gmail.com,6.3,7.6,B,Khoa AI - Khóa 24,5.7,Lý Hữu Lợi,1,BD24AI017,average
2025/2026,8.7,79.6,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),vuvannambd24ai018@gmail.com,7.8,8.1,B,Khoa AI - Khóa 24,6.7,Vũ Văn Nam,1,BD24AI018,average
2025/2026,9.9,97.4,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),tranquanghungbd24ai019@gmail.com,4.8,7.3,B,Khoa AI - Khóa 24,3.5,Trần Quang Hùng,1,BD24AI019,diligent_but_low
2025/2026,9.8,98.1,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),lyanhvinhbd24ai020@gmail.com,9.3,9.6,A,Khoa AI - Khóa 24,9.2,Lý Anh Vinh,1,BD24AI020,excellent
2025/2026,8.1,47.1,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),hođucquanbd24ai021@gmail.com,9.7,8.2,B,Khoa AI - Khóa 24,8.7,Hồ Đức Quân,1,BD24AI021,talented_but_lazy
2025/2026,7.9,77.7,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),vuanhphucbd24ai022@gmail.com,7.4,7.6,B,Khoa AI - Khóa 24,6.5,Vũ Anh Phúc,1,BD24AI022,average
2025/2026,8.4,77.7,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),đominhcuongbd24ai023@gmail.com,5.7,6.9,C,Khoa AI - Khóa 24,7.3,Đỗ Minh Cường,1,BD24AI023,average
2025/2026,9.3,96.5,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),trananhdungbd24ai024@gmail.com,3.2,6.3,C,Khoa AI - Khóa 24,5.1,Trần Anh Dũng,1,BD24AI024,diligent_but_low
2025/2026,7.3,84.5,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),đangxuanlinhbd24ai025@gmail.com,6.8,7.3,B,Khoa AI - Khóa 24,7.9,Đặng Xuân Linh,1,BD24AI025,average
2025/2026,3.1,43.6,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),vuvanminhbd24ai026@gmail.com,2.1,2.9,F,Khoa AI - Khóa 24,1.5,Vũ Văn Minh,1,BD24AI026,struggling
2025/2026,2.6,61.5,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),ngohuulinhbd24ai027@gmail.com,1.7,2.9,F,Khoa AI - Khóa 24,3.9,Ngô Hữu Linh,1,BD24AI027,struggling
2025/2026,10.0,99.6,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),voquangdungbd24ai028@gmail.com,5.0,7.5,B,Khoa AI - Khóa 24,3.5,Võ Quang Dũng,1,BD24AI028,diligent_but_low
2025/2026,3.2,59.4,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),hoanghuulinhbd24ai029@gmail.com,2.7,3.5,F,Khoa AI - Khóa 24,2.7,Hoàng Hữu Linh,1,BD24AI029,struggling
2025/2026,6.7,74.7,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),vungocnambd24ai030@gmail.com,6.2,6.6,C,Khoa AI - Khóa 24,7.3,Vũ Ngọc Nam,1,BD24AI030,average
2025/2026,9.4,99.6,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),lytuannambd24ai031@gmail.com,9.0,9.3,A,Khoa AI - Khóa 24,9.1,Lý Tuấn Nam,1,BD24AI031,excellent
2025/2026,4.7,71.8,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),duongkimhabd24ai032@gmail.com,1.6,3.7,F,Khoa AI - Khóa 24,1.6,Dương Kim Hà,1,BD24AI032,struggling
2025/2026,9.5,94.1,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),lehuuminhbd24ai033@gmail.com,9.5,9.5,A,Khoa AI - Khóa 24,9.5,Lê Hữu Minh,1,BD24AI033,excellent
2025/2026,3.5,52.9,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),nguyenvannambd24ai034@gmail.com,1.5,2.9,F,Khoa AI - Khóa 24,2.1,Nguyễn Văn Nam,1,BD24AI034,struggling
2025/2026,6.6,91.3,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),đominhanbd24ai035@gmail.com,5.1,6.3,C,Khoa AI - Khóa 24,6.6,Đỗ Minh An,1,BD24AI035,average
2025/2026,9.9,98.0,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),ngominhhabd24ai036@gmail.com,3.7,6.8,C,Khoa AI - Khóa 24,4.2,Ngô Minh Hà,1,BD24AI036,diligent_but_low
2025/2026,7.3,78.1,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),duongthanhanbd24ai037@gmail.com,5.9,6.7,C,Khoa AI - Khóa 24,7.8,Dương Thanh An,1,BD24AI037,average
2025/2026,8.2,49.9,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),duongđuccuongbd24ai038@gmail.com,9.7,8.3,B,Khoa AI - Khóa 24,9.3,Dương Đức Cường,1,BD24AI038,talented_but_lazy
2025/2026,6.7,85.2,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),phamkimdungbd24ai039@gmail.com,7.1,7.2,B,Khoa AI - Khóa 24,7.0,Phạm Kim Dũng,1,BD24AI039,average
2025/2026,6.8,75.9,AI202_K24_2025_2026_S1,Deep Learning (Học sâu) (K24),vuvandungbd24ai040@gmail.com,7.1,7.1,B,Khoa AI - Khóa 24,7.6,Vũ Văn Dũng,1,BD24AI040,average
2025/2026,3.8,65.8,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),đangđuchabd24ai001@gmail.com,2.7,3.8,F,Khoa AI - Khóa 24,2.3,Đặng Đức Hà,2,BD24AI001,struggling
2025/2026,8.4,83.8,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),hothicuongbd24ai002@gmail.com,7.7,8.1,B,Khoa AI - Khóa 24,7.3,Hồ Thị Cường,2,BD24AI002,average
2025/2026,7.4,40.9,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),hotuanvinhbd24ai003@gmail.com,9.2,7.6,B,Khoa AI - Khóa 24,9.1,Hồ Tuấn Vinh,2,BD24AI003,talented_but_lazy
2025/2026,9.3,96.6,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),hoxuansonbd24ai004@gmail.com,4.2,6.8,C,Khoa AI - Khóa 24,3.4,Hồ Xuân Sơn,2,BD24AI004,diligent_but_low
2025/2026,8.2,62.3,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),hokimbinhbd24ai005@gmail.com,9.2,8.3,B,Khoa AI - Khóa 24,9.5,Hồ Kim Bình,2,BD24AI005,talented_but_lazy
2025/2026,9.8,98.6,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),hohaitungbd24ai006@gmail.com,3.8,6.8,C,Khoa AI - Khóa 24,4.9,Hồ Hải Tùng,2,BD24AI006,diligent_but_low
2025/2026,6.7,77.0,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),ngođucvinhbd24ai007@gmail.com,6.6,6.9,C,Khoa AI - Khóa 24,6.2,Ngô Đức Vinh,2,BD24AI007,average
2025/2026,9.6,97.3,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),huynhngocbinhbd24ai008@gmail.com,9.1,9.4,A,Khoa AI - Khóa 24,10.0,Huỳnh Ngọc Bình,2,BD24AI008,excellent
2025/2026,9.6,99.5,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),hotuanbinhbd24ai009@gmail.com,9.5,9.6,A,Khoa AI - Khóa 24,9.1,Hồ Tuấn Bình,2,BD24AI009,excellent
2025/2026,9.5,99.8,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),trankimcuongbd24ai010@gmail.com,9.9,9.8,A,Khoa AI - Khóa 24,9.8,Trần Kim Cường,2,BD24AI010,excellent
2025/2026,2.8,58.8,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),huynhanhminhbd24ai011@gmail.com,3.7,3.9,F,Khoa AI - Khóa 24,1.7,Huỳnh Anh Minh,2,BD24AI011,struggling
2025/2026,2.5,40.4,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),huynhhailinhbd24ai012@gmail.com,1.9,2.5,F,Khoa AI - Khóa 24,3.1,Huỳnh Hải Linh,2,BD24AI012,struggling
2025/2026,2.6,66.1,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),huynhquangminhbd24ai013@gmail.com,3.6,3.9,F,Khoa AI - Khóa 24,4.3,Huỳnh Quang Minh,2,BD24AI013,struggling
2025/2026,9.1,63.9,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),voanhcuongbd24ai014@gmail.com,10.0,9.0,A,Khoa AI - Khóa 24,9.3,Võ Anh Cường,2,BD24AI014,talented_but_lazy
2025/2026,9.5,95.3,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),lengocminhbd24ai015@gmail.com,9.5,9.5,A,Khoa AI - Khóa 24,9.9,Lê Ngọc Minh,2,BD24AI015,excellent
2025/2026,9.8,99.3,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),huynhthanhsonbd24ai016@gmail.com,9.1,9.5,A,Khoa AI - Khóa 24,9.5,Huỳnh Thanh Sơn,2,BD24AI016,excellent
2025/2026,6.9,94.5,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),lyhuuloibd24ai017@gmail.com,7.2,7.6,B,Khoa AI - Khóa 24,6.4,Lý Hữu Lợi,2,BD24AI017,average
2025/2026,7.2,76.1,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),vuvannambd24ai018@gmail.com,5.1,6.2,C,Khoa AI - Khóa 24,7.3,Vũ Văn Nam,2,BD24AI018,average
2025/2026,10.0,96.0,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),tranquanghungbd24ai019@gmail.com,3.2,6.5,C,Khoa AI - Khóa 24,4.7,Trần Quang Hùng,2,BD24AI019,diligent_but_low
2025/2026,9.9,96.3,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),lyanhvinhbd24ai020@gmail.com,9.1,9.5,A,Khoa AI - Khóa 24,10.0,Lý Anh Vinh,2,BD24AI020,excellent
2025/2026,8.4,60.8,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),hođucquanbd24ai021@gmail.com,9.1,8.3,B,Khoa AI - Khóa 24,9.6,Hồ Đức Quân,2,BD24AI021,talented_but_lazy
2025/2026,8.0,83.2,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),vuanhphucbd24ai022@gmail.com,8.0,8.0,B,Khoa AI - Khóa 24,7.9,Vũ Anh Phúc,2,BD24AI022,average
2025/2026,7.7,83.1,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),đominhcuongbd24ai023@gmail.com,6.4,7.2,B,Khoa AI - Khóa 24,5.8,Đỗ Minh Cường,2,BD24AI023,average
2025/2026,9.2,97.6,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),trananhdungbd24ai024@gmail.com,5.2,7.3,B,Khoa AI - Khóa 24,4.3,Trần Anh Dũng,2,BD24AI024,diligent_but_low
2025/2026,7.9,92.9,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),đangxuanlinhbd24ai025@gmail.com,5.9,7.2,B,Khoa AI - Khóa 24,7.0,Đặng Xuân Linh,2,BD24AI025,average
2025/2026,2.7,47.4,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),vuvanminhbd24ai026@gmail.com,3.6,3.5,F,Khoa AI - Khóa 24,1.8,Vũ Văn Minh,2,BD24AI026,struggling
2025/2026,3.5,71.5,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),ngohuulinhbd24ai027@gmail.com,4.0,4.5,D,Khoa AI - Khóa 24,2.1,Ngô Hữu Linh,2,BD24AI027,struggling
2025/2026,9.1,98.7,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),voquangdungbd24ai028@gmail.com,4.9,7.1,B,Khoa AI - Khóa 24,4.3,Võ Quang Dũng,2,BD24AI028,diligent_but_low
2025/2026,4.4,49.5,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),hoanghuulinhbd24ai029@gmail.com,1.0,2.8,F,Khoa AI - Khóa 24,3.0,Hoàng Hữu Linh,2,BD24AI029,struggling
2025/2026,7.4,77.4,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),vungocnambd24ai030@gmail.com,7.2,7.4,B,Khoa AI - Khóa 24,5.8,Vũ Ngọc Nam,2,BD24AI030,average
2025/2026,9.8,94.1,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),lytuannambd24ai031@gmail.com,9.2,9.4,A,Khoa AI - Khóa 24,9.9,Lý Tuấn Nam,2,BD24AI031,excellent
2025/2026,4.4,59.0,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),duongkimhabd24ai032@gmail.com,3.3,4.1,D,Khoa AI - Khóa 24,4.3,Dương Kim Hà,2,BD24AI032,struggling
2025/2026,9.6,96.3,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),lehuuminhbd24ai033@gmail.com,9.4,9.5,A,Khoa AI - Khóa 24,9.3,Lê Hữu Minh,2,BD24AI033,excellent
2025/2026,4.5,51.9,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),nguyenvannambd24ai034@gmail.com,2.1,3.4,F,Khoa AI - Khóa 24,2.8,Nguyễn Văn Nam,2,BD24AI034,struggling
2025/2026,8.7,88.1,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),đominhanbd24ai035@gmail.com,6.7,7.7,B,Khoa AI - Khóa 24,7.6,Đỗ Minh An,2,BD24AI035,average
2025/2026,9.7,99.3,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),ngominhhabd24ai036@gmail.com,4.0,6.9,C,Khoa AI - Khóa 24,5.2,Ngô Minh Hà,2,BD24AI036,diligent_but_low
2025/2026,7.9,71.6,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),duongthanhanbd24ai037@gmail.com,7.0,7.3,B,Khoa AI - Khóa 24,5.7,Dương Thanh An,2,BD24AI037,average
2025/2026,7.9,41.3,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),duongđuccuongbd24ai038@gmail.com,9.6,8.0,B,Khoa AI - Khóa 24,8.8,Dương Đức Cường,2,BD24AI038,talented_but_lazy
2025/2026,8.7,77.2,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),phamkimdungbd24ai039@gmail.com,6.2,7.3,B,Khoa AI - Khóa 24,7.7,Phạm Kim Dũng,2,BD24AI039,average
2025/2026,8.5,71.1,AI203_K24_2025_2026_S2,Computer Vision (Thị giác máy tính) (K24),vuvandungbd24ai040@gmail.com,6.9,7.4,B,Khoa AI - Khóa 24,7.7,Vũ Văn Dũng,2,BD24AI040,average
2025/2026,4.3,42.6,AI204_K24_2025_2026_S2,Natural Language Processing (NLP) (K24),đangđuchabd24ai001@gmail.com,4.3,4.3,D,Khoa AI - Khóa 24,2.3,Đặng Đức Hà,2,BD24AI001,struggling
2025/2026,7.4,85.8,AI204_K24_2025_2026_S2,Natural Language Processing (NLP) (K24),hothicuongbd24ai002@gmail.com,7.9,7.9,B,Khoa AI - Khóa 24,7.5,Hồ Thị Cường,2,BD24AI002,average
2025/2026,8.9,53.2,AI204_K24_2025_2026_S2,Natural Language Processing (NLP) (K24),hotuanvinhbd24ai003@gmail.com,9.4,8.4,B,Khoa AI - Khóa 24,8.6,Hồ Tuấn Vinh,2,BD24AI003,talented_but_lazy
2025/2026,9.1,97.1,AI204_K24_2025_2026_S2,Natural Language Processing (NLP) (K24),hoxuansonbd24ai004@gmail.com,5.5,7.4,B,Khoa AI - Khóa 24,3.0,Hồ Xuân Sơn,2,BD24AI004,diligent_but_low
2025/2026,8.3,46.5,AI204_K24_2025_2026_S2,Natural Language Processing (NLP) (K24),hokimbinhbd24ai005@gmail.com,9.6,8.2,B,Khoa AI - Khóa 24,8.6,Hồ Kim Bình,2,BD24AI005,talented_but_lazy
